,,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
roc_auc,46,0.61331,0.61464,0.6921,0.70944,0.73243,0.7159,0.70797,0.72176,0.72091,0.69864,0.7054
roc_auc,47,0.57379,0.56665,0.66142,0.71362,0.73215,0.68096,0.69705,0.70903,0.71357,0.72005,0.74444
roc_auc,48,0.58816,0.62416,0.70447,0.78199,0.79118,0.77219,0.77067,0.7577,0.74965,0.75267,0.75026
roc_auc,49,0.5511,0.56402,0.67959,0.70566,0.7082,0.70239,0.72156,0.72899,0.73444,0.72999,0.7243
roc_auc,50,0.60707,0.6059,0.70127,0.72091,0.73969,0.74172,0.75654,0.73801,0.74278,0.73334,0.77543
roc_auc,51,0.67137,0.65863,0.7274,0.78661,0.77904,0.72944,0.69879,0.71447,0.70694,0.69999,0.71424
roc_auc,52,0.57661,0.57427,0.69542,0.75406,0.76461,0.75916,0.78269,0.77314,0.77688,0.78034,0.77887
roc_auc,53,0.58625,0.6111,0.70559,0.74515,0.77197,0.7342,0.7383,0.73253,0.69954,0.72023,0.73997
roc_auc,54,0.52731,0.57099,0.6523,0.70823,0.7101,0.70507,0.70003,0.71527,0.72974,0.71612,0.71718
roc_auc,55,0.63831,0.62432,0.69323,0.72159,0.75373,0.73945,0.73822,0.75441,0.74184,0.76181,0.76863
roc_auc,56,0.59231,0.60807,0.71364,0.78308,0.81723,0.80381,0.80331,0.79355,0.79753,0.78704,0.80438
roc_auc,57,0.63334,0.62255,0.74245,0.75385,0.76597,0.75099,0.74896,0.72038,0.75308,0.74044,0.72869
roc_auc,58,0.63516,0.58943,0.66476,0.71506,0.72165,0.7238,0.72504,0.74238,0.73209,0.74533,0.75726
roc_auc,59,0.63574,0.67493,0.73536,0.75899,0.78613,0.76918,0.7587,0.76027,0.7849,0.78503,0.7874
roc_auc,60,0.58051,0.63722,0.75346,0.77058,0.78158,0.77521,0.80677,0.80702,0.81361,0.83137,0.81705
roc_auc,61,0.57739,0.56584,0.66316,0.70006,0.72387,0.70488,0.71173,0.69691,0.71758,0.72176,0.73341
roc_auc,62,0.63445,0.66808,0.70747,0.76411,0.78682,0.77309,0.77371,0.76588,0.76108,0.7612,0.77571
roc_auc,63,0.62952,0.59486,0.63818,0.70057,0.72398,0.71567,0.69795,0.68388,0.69774,0.7061,0.71745
roc_auc,64,0.6476,0.67052,0.72929,0.75948,0.76929,0.75488,0.75437,0.75494,0.75955,0.75312,0.76914
roc_auc,65,0.56605,0.56237,0.65151,0.691,0.70586,0.69401,0.70923,0.70265,0.69912,0.70557,0.69246
roc_auc,66,0.60301,0.5793,0.73264,0.77472,0.75978,0.7627,0.76184,0.77748,0.7593,0.76263,0.78997
roc_auc,67,0.61767,0.62033,0.73102,0.78267,0.80172,0.79681,0.80328,0.80916,0.80796,0.7898,0.81074
roc_auc,68,0.64413,0.63855,0.74763,0.80012,0.79457,0.79601,0.79799,0.80127,0.81748,0.8133,0.81922
roc_auc,69,0.59466,0.59976,0.69774,0.76314,0.76858,0.78832,0.79206,0.79352,0.78639,0.78421,0.78732
roc_auc,70,0.60045,0.58771,0.69332,0.75754,0.76175,0.74566,0.74003,0.74454,0.7623,0.75515,0.76401
roc_auc,71,0.55829,0.56735,0.65194,0.68972,0.69034,0.70199,0.68493,0.68866,0.68411,0.69034,0.69019
roc_auc,72,0.5912,0.60049,0.68994,0.71973,0.73009,0.71624,0.71002,0.71386,0.69315,0.68879,0.7083
roc_auc,73,0.64566,0.61197,0.68803,0.75423,0.76996,0.77455,0.78617,0.77345,0.78734,0.79731,0.80613
roc_auc,74,0.56162,0.58024,0.70487,0.75546,0.7688,0.77665,0.7637,0.75068,0.779,0.76494,0.76766
roc_auc,75,0.64574,0.62926,0.66901,0.76043,0.75989,0.77059,0.76666,0.75225,0.77342,0.76626,0.78588
roc_auc,76,0.57601,0.61528,0.70168,0.74762,0.73849,0.74197,0.73856,0.72089,0.759,0.7215,0.72868
roc_auc,77,0.61256,0.64302,0.7526,0.77047,0.80156,0.7962,0.79678,0.79492,0.78439,0.76798,0.77529
roc_auc,78,0.60384,0.59556,0.68729,0.80271,0.80959,0.79345,0.81404,0.81094,0.79649,0.82447,0.79822
