,,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
roc_auc,77,0.61256,0.78715,0.9206,0.92751,0.92506,0.9241,0.92022,0.92314,0.93567,0.9322,0.94804
roc_auc,78,0.60384,0.74331,0.87527,0.89371,0.89685,0.9019,0.88427,0.88619,0.89212,0.89665,0.90606
roc_auc,79,0.60041,0.77921,0.86114,0.90061,0.89428,0.88126,0.87924,0.88722,0.89692,0.89404,0.89754
roc_auc,80,0.57931,0.7682,0.86587,0.88007,0.88668,0.88158,0.87913,0.86803,0.86888,0.88058,0.89179
roc_auc,81,0.63538,0.76385,0.87511,0.89078,0.90171,0.91196,0.91291,0.91109,0.92327,0.92184,0.93608
roc_auc,82,0.57152,0.75653,0.90536,0.91368,0.90863,0.9199,0.90991,0.90857,0.90392,0.91556,0.93375
roc_auc,83,0.59893,0.78643,0.87217,0.89027,0.90587,0.90441,0.91846,0.91289,0.90375,0.89866,0.91785
roc_auc,84,0.57695,0.78928,0.91709,0.92155,0.91697,0.90683,0.89815,0.9067,0.91284,0.91939,0.92079
roc_auc,85,0.62459,0.76293,0.87533,0.86334,0.88516,0.89423,0.88611,0.88323,0.90264,0.89437,0.89943
roc_auc,86,0.5764,0.80454,0.90779,0.91063,0.90829,0.91046,0.91214,0.91443,0.91778,0.92671,0.93499
roc_auc,87,0.59919,0.73849,0.87337,0.90517,0.90669,0.89812,0.89471,0.89567,0.90577,0.90166,0.9182
roc_auc,88,0.5945,0.76291,0.86695,0.87042,0.89545,0.90292,0.88804,0.87558,0.88742,0.88562,0.90073
roc_auc,89,0.55851,0.77486,0.89496,0.90863,0.91543,0.90889,0.91454,0.9068,0.91297,0.90883,0.92502
roc_auc,90,0.63311,0.80973,0.89493,0.91487,0.913,0.93319,0.92179,0.93003,0.93695,0.92336,0.92035
roc_auc,91,0.61403,0.72111,0.86888,0.88588,0.88683,0.8789,0.87093,0.87055,0.87346,0.87684,0.87239
roc_auc,92,0.62318,0.72506,0.90767,0.91164,0.92674,0.92455,0.91417,0.9231,0.92438,0.92559,0.92491
roc_auc,93,0.63859,0.82543,0.89251,0.90835,0.9197,0.9254,0.91626,0.91761,0.92448,0.94792,0.9381
roc_auc,94,0.60799,0.73188,0.83254,0.88099,0.88607,0.88221,0.8783,0.88644,0.88766,0.89084,0.9
roc_auc,95,0.62213,0.76407,0.8711,0.89725,0.88316,0.89345,0.88931,0.88382,0.88845,0.86788,0.89228
roc_auc,96,0.55055,0.7309,0.87641,0.89767,0.90876,0.91959,0.9095,0.91391,0.93079,0.91449,0.91177
